time,temperature_position_0.00_calibrated,temperature_position_0.10_calibrated,temperature_position_0.20_calibrated,temperature_position_0.30_calibrated,temperature_position_0.40_calibrated,temperature_position_0.60_calibrated,temperature_position_0.90_calibrated,temperature_position_1.40_calibrated,temperature_position_1.90_calibrated,temperature_position_2.40_calibrated,temperature_position_2.90_calibrated,temperature_position_3.90_calibrated,temperature_position_4.90_calibrated,temperature_position_5.90_calibrated,temperature_position_7.90_calibrated,temperature_position_9.90_calibrated
2025-06-19 00:01:17,4.33727920123375,4.332357608661316,4.491667820256654,4.599721653219309,5.437601094548463,5.274030789882285,4.808348266513473,5.437748372477544,4.820526500574836,5.244171318693705,5.401274062753654,4.728418832525969,4.64130444767649,4.842203946065193,4.5753316479680475,4.656874757165796
2025-06-19 01:00:59,4.2104529144276714,4.26867486665935,4.302541769836487,4.286369337071703,4.495960424415592,4.525723329738882,4.491282549498273,4.812581705810877,4.494373303500019,5.0532875995702815,5.023021961913318,4.474113747780206,4.45138715939606,4.397933241863229,4.3863667914542255,4.466796806036474
2025-06-19 02:01:14,3.956800340815511,3.950261156649521,4.050373702609595,3.9103465576945764,4.182080201037968,4.213928554679131,4.174216832483072,4.437481705810877,4.168220106425201,4.735148067697907,4.7078118778797045,4.156232391848002,4.134858345595345,4.080597024576112,4.071425363931189,4.15000022082094
2025-06-19 03:01:48,4.0202134842185515,4.013943898651487,3.9873316858028724,3.847676094465055,4.0565281116869185,4.02685168964328,3.9839774022739527,4.249931705810876,3.972528188180311,4.544264348574482,4.581727844266259,4.0926561206615615,4.008246820075058,4.017129781118687,4.0084370784265815,4.086640903777831
2025-06-19 04:01:15,4.400692344636791,4.332357608661316,4.176457736223042,3.9730170209240967,4.182080201037968,4.338646464703031,4.364456262692192,4.499998372477543,4.2986813852551276,5.68956666331503,4.896937928299872,4.410537476593765,4.514692922156203,4.334465998405805,4.3863667914542255,4.3400781719502595
2025-06-19 05:00:58,13.532184994674548,12.993210520928669,9.976323282441527,6.605176476563983,6.567569898707909,6.895363620192991,6.900981998813794,8.000931705810878,6.516523125363886,8.934589888413242,6.977324482921721,7.335045951170037,9.072707840886512,8.650238553510604,10.055312486868884,10.105776022873005
2025-06-19 06:01:16,16.76625530822959,17.323636977062343,15.145768660592786,11.180120292319023,10.522460713265968,10.075670325802456,10.135052312368835,13.689948372477541,10.169438932601837,11.54333404976671,9.30987910477046,9.49663917150902,12.174690216133524,13.346814569359946,14.84242218521904,15.23788070336468
2025-06-19 07:01:35,10.04446210750735,12.101652132901146,15.271852694206235,14.43898438025412,12.719622276909334,8.766132270551498,9.754573451950595,12.814715039144211,11.082667884411325,11.03431079877091,9.435963138383904,8.988029002017495,11.731549876812522,10.808124831063004,10.748183627419564,12.830226655726612
2025-06-19 08:01:19,11.693203835986388,12.802162294922768,14.263180425298671,15.441711791926458,13.786815036393257,12.757105391316315,13.052056908908675,14.002531705810878,12.517741951540522,11.03431079877091,11.516349693005754,13.501944256254784,14.580309201018963,19.37620269781518,16.66908246485265,16.505067044226823
2025-06-19 09:01:33,12.83464041724111,12.03796939089918,11.678457736223042,11.55614307169615,11.464101383398841,12.382951661244615,13.622775199536036,11.87696503914421,17.60573182590767,12.943147990005155,14.983660617375499,13.565520527441226,17.365762762465263,16.520176742231122,15.346328469255898,17.202019531701
